Point,Trees,Shrubs,Peren_FG,bare_groun,Annual_FG,ppt,vpdmin,vpdmax,tmin,tmean,tmax,tdmean,slope,dem,aspect,Runoff,Frosting_R,Flooding_F,BD_depth,AWS_50cm,AWS_25cm,AWS_150cm,AWS_100cm,Min_WTD
2268,4,6,72,16,30,1070.04,12.858,150.096,75.541,144.198,212.862,68.1769,3.1316,364.709,179.67,4,3,1,0,10.37,5.35,29.43,19.9,0
2269,14,8,48,25,17,1086.89,14.0951,149.895,76.7645,144.503,212.251,67.7094,3.199,348.615,153.6,4,3,1,0,10.37,5.35,29.43,19.9,0
2270,3,7,66,13,27,1139.14,13.6049,146.573,75.6081,142.692,209.783,66.8618,2.3047,390.744,138.38,4,3,1,0,10.37,5.35,29.43,19.9,0
2271,3,3,71,13,21,897.259,10.5241,150.426,74.0533,143.969,213.893,69.378,4.6572,355.032,124.596,4,3,1,0,10.37,5.35,29.43,19.9,0
2272,15,8,50,9,18,1067.56,11.379,152.479,73.1238,143.759,214.404,67.4179,3.2869,381.096,84.262,4,3,1,0,10.37,5.35,29.43,19.9,0
2273,14,6,52,9,23,989.391,13.3645,150.468,77.527,145.671,213.824,69.1667,2.8858,355.142,58.9395,4,3,1,0,10.37,5.35,29.43,19.9,0
2274,17,6,56,12,18,911.799,11.5986,161.505,68.7009,143.582,218.469,63.4369,1.1314,446.4,284.726,5,2,1,0,9.9,4.9,29.42,19.9,0
2275,2,1,68,6,12,756.373,9.6945,160.945,60.8222,138.238,215.661,59.6847,4.9873,476.615,283.622,5,2,1,0,9.9,4.9,29.42,19.9,0
2276,17,2,65,3,10,789.16,10.0037,155.663,46.0174,125.097,204.18,48.5051,0.216,494.045,82.9721,1,3,4,0,10.4,5.5,29.4,19.9,0
2277,15,5,48,5,18,736.617,12.7591,148.567,49.3254,124.927,200.534,45.1797,2.7791,519.691,181.045,-1,2,1,0,10.137,5.2792,30.109,19.895,0
2278,53,11,32,5,13,1067.95,9.9112,162.209,73.7253,147.694,221.669,67.8934,8.3252,311.764,270.794,5,3,1,23.5788,10.713,5.5048,29.0721,19.8926,0
2279,13,9,49,15,16,901.176,12.746,151.462,76.1662,145.301,214.445,69.0727,2.3656,343.606,167.261,4,-1,0,0,10.3911,5.3603,29.3911,19.8911,0
2280,2,1,60,7,23,721.957,11.843,165.853,58.2081,137.165,216.131,53.6142,7.524,553.813,212.541,3,2,0,0,10.2649,5.2902,29.399,19.8902,0
2281,2,1,66,3,13,709.758,13.4768,179.435,65.6413,145.797,225.964,55.4852,3.2085,521.223,86.1063,5,1,1,0,10.1452,5.2506,30.0684,19.8849,0
2282,6,6,59,13,25,1074.18,12.3026,149.429,73.8323,142.706,211.588,67.396,1.3015,373.024,239.84,4,3,1,0,10.3685,5.3537,29.3727,19.8769,0
2283,12,6,50,13,25,1120.52,10.0666,143.98,60.2469,131.258,202.274,60.1656,5.1226,415.823,108.158,-1,2,1,0,10.0677,5.2519,30.0786,19.8701,0
2284,7,6,58,8,17,873.022,9.9282,156.241,63.6325,139.022,214.418,62.2936,3.9741,448.551,150.303,4,3,2,0,10.2061,5.2797,29.2833,19.865,0
2285,1,9,65,21,18,731.242,13.4007,180.044,65.5022,145.948,226.403,55.553,1.6228,506.214,217.801,4,1,1,0,10.3777,5.3947,29.1179,19.8545,0
2286,8,1,73,1,11,742.169,12.1072,160.146,54.2284,132.779,211.337,49.6066,6.6455,545.544,72.7787,3,2,0,0,10.2638,5.2924,29.3027,19.8485,0
2287,7,4,68,3,17,862.48,9.2367,150.695,44.4332,122.205,199.986,47.3307,5.127,549.097,17.0021,1,2,1,0,9.8653,4.9314,29.8392,19.8421,0
2288,3,4,61,17,23,754.436,13.2098,158.087,56.6959,133.655,210.621,49.2503,2.2015,542.983,242.294,4,3,1,0,9.84,5.05,29.84,19.84,0
2289,6,2,52,17,25,775.925,13.549,157.871,58.2103,134.546,210.892,50.0246,3.7276,521.181,136.021,4,3,1,0,9.84,5.05,29.84,19.84,0
2290,22,6,43,7,22,786.187,13.5162,157.647,58.3603,134.599,210.849,50.3517,1.8836,514.91,52.436,4,3,1,0,9.84,5.05,29.84,19.84,0
2291,2,3,59,15,24,757.14,12.3852,158.993,55.4109,133.233,211.061,50.4379,4.7162,541.746,29.2933,4,3,1,0,9.84,5.05,29.84,19.84,0
2292,0,4,65,16,30,766.198,9.4467,163.368,43.7292,125.726,207.733,46.7052,1.8473,530.482,185.525,5,2,1,107,9.86,5.11,21.31,19.84,0
2293,10,9,60,8,17,754.655,11.361,160.922,45.6489,127.384,209.129,44.5626,3.6909,586.878,280.172,3,3,1,0,9.9528,5.1408,29.8897,19.8369,0
2294,14,7,54,9,22,1082.61,13.3555,146.412,74.9034,142.135,209.374,66.3972,3.5519,374.689,152.328,6,3,1,0,10.246,5.3861,29.4077,19.8368,0
2295,7,4,57,6,17,991.86,11.1003,148.222,65.6618,136.366,207.076,62.0075,2.5601,384.461,170.101,1,2,1,0,9.8941,5.0599,29.7903,19.8298,0
2296,20,8,48,5,24,793.711,9.7899,159.702,60.6525,137.937,215.228,59.9022,2.6769,475.109,59.9834,5,2,1,0,9.8804,4.9191,29.3501,19.8249,0
2297,1,2,75,7,15,844.936,11.7373,169.565,71.2683,147.755,224.25,65.3857,2.37,416.886,350.408,1,3,1,0,9.96,5.13,30.06,19.82,0
2298,3,2,71,4,10,820.598,10.969,158.573,66.0591,141.004,215.957,62.0322,3.0858,463.281,212.755,4,2,1,0,9.96,5.13,30.06,19.82,0
2299,1,6,64,16,26,828.833,9.6283,156.803,61.4631,137.835,214.212,61.066,3.9953,465.701,91.8576,4,2,1,0,9.96,5.13,30.06,19.82,0
2300,3,4,72,5,13,793.444,12.8384,182.218,65.435,146.95,228.471,56.3215,2.6475,521.64,107.173,3,1,1,0,9.96,5.13,30.06,19.82,0
2301,4,2,69,8,18,745.636,13.0085,177.899,61.2096,142.359,223.514,52.5193,2.3516,554.817,85.217,3,1,1,0,9.96,5.13,30.06,19.82,0
2302,3,1,80,0,13,799.752,12.2535,178.141,69.5485,149.078,228.616,62.0795,1.7515,449.204,139.22,4,1,1,0,9.96,5.13,30.06,19.82,0
2303,19,3,54,7,12,902.571,11.3139,154.357,57.6165,132.945,208.284,54.903,5.2065,495.257,341.896,5,2,1,0,10.32,5.32,29.22,19.82,0
2304,7,2,59,3,9,664.145,11.8654,166.003,64.7399,141.41,218.085,57.7712,3.5396,511.367,242.84,4,1,1,0,10.0931,5.2454,29.7583,19.817,0
2305,25,8,49,7,13,788.157,11.8885,145.519,46.6152,123.303,199.999,44.8394,3.5559,601.875,275.494,-1,2,1,0,10.0857,5.2367,29.9582,19.8105,0
2306,8,2,64,2,20,746.559,10.7629,162.312,65.0471,141.226,217.412,60.9119,2.1301,473.32,117.025,5,2,1,0,10.41,5.52,29.04,19.81,0
2307,7,2,69,4,17,707.124,12.162,180.904,60.2393,142.921,225.609,52.8247,1.6577,557.602,210.335,4,1,1,0,10.37,5.4,28.98,19.78,0
2308,3,3,74,1,12,695.556,11.686,181.514,62.5045,145.219,227.942,55.1848,1.3709,547.317,209.597,4,1,1,0,10.37,5.4,28.98,19.78,0
2309,21,4,47,7,24,773.648,11.7714,181.416,64.6785,146.553,228.434,56.6368,2.2051,520.596,70.5773,4,1,1,0,10.37,5.4,28.98,19.78,0
2310,4,4,73,10,19,1067.76,9.4579,145.422,50.4898,125.601,200.718,52.7338,0.6122,464.394,40.7461,1,2,1,0,9.972,5.148,29.8084,19.775,0
2311,1,1,74,0,12,845.029,11.7322,184.215,65.7149,148.424,231.143,57.775,1.7832,503.175,117.775,4,1,1,0,10.0988,5.2426,29.9372,19.7744,0
2312,7,11,65,23,25,1046.3,7.8911,154.814,53.0102,129.998,206.991,58.6009,0.3342,315.899,221.759,3,3,3,0,10.36,5.2,29.18,19.77,0
2313,4,4,73,9,11,902.844,7.9714,138.359,42.0642,117.138,192.217,48.6848,5.5121,462.673,76.9068,3,2,1,0,10.0973,5.281,29.9387,19.7575,0
2314,14,5,52,9,20,917.765,6.9618,137.815,42.8848,119.738,196.598,53.3094,2.7578,456.07,278.527,0,2,1,0,10.2069,5.3844,29.8192,19.7574,0
2315,15,4,57,8,21,997.527,9.7212,138.622,53.9692,126.179,198.398,55.6443,0.1174,402.48,56.2039,1,3,4,0,10.25,5.5,29.25,19.75,0
2316,10,5,57,9,16,836.067,11.5459,175.269,67.3311,146.79,226.254,61.2529,2.3943,477.646,245.985,4,2,1,0,9.63,4.94,30.12,19.72,0
2317,2,4,65,17,16,791.084,13.3093,181.25,72.37,151.89,231.415,63.0536,1.448,439.902,227.377,4,2,1,0,9.63,4.94,30.12,19.72,0
2318,17,4,56,4,23,835.376,11.9197,177.331,68.6197,148.356,228.099,61.631,1.0228,464.403,216.695,4,2,1,0,9.63,4.94,30.12,19.72,0
2319,9,2,57,3,18,846.399,12.7302,178.434,71.1747,150.381,229.594,62.9781,1.373,464.245,189.935,4,2,1,0,9.63,4.94,30.12,19.72,0
2320,22,7,52,7,22,768.349,12.6911,175.185,68.6852,147.142,225.606,60.1232,3.4358,481.377,115.989,4,2,1,0,9.63,4.94,30.12,19.72,0
2321,5,3,72,7,16,813.845,12.6229,179.101,70.6587,150.197,229.741,62.6103,3.6572,465.333,101.342,4,2,1,0,9.63,4.94,30.12,19.72,0
2322,3,3,76,6,21,841.432,11.2534,176.246,66.9831,146.993,227.01,61.1746,2.2267,466.853,79.6443,4,2,1,0,9.63,4.94,30.12,19.72,0
2323,3,4,73,13,20,830.708,12.275,177.892,69.6215,149.002,228.391,62.1557,0.8485,459.275,68.6213,4,2,1,0,9.63,4.94,30.12,19.72,0
2324,3,3,73,10,18,824.651,12.0394,177.973,68.8444,148.651,228.463,61.7277,3.5685,453.704,64.0031,4,2,1,0,9.63,4.94,30.12,19.72,0
2325,35,11,43,1,11,787.199,12.2817,169.138,68.7106,145.583,222.462,60.8582,2.7293,469.406,209.576,3,2,4,0,10.22,5.47,29.42,19.72,0
2326,45,7,40,4,15,702.512,10.9529,181.935,67.628,149.637,231.654,63.2953,0.9244,413.258,66.6785,3,2,4,0,10.22,5.47,29.42,19.72,0
2327,4,7,66,12,28,1045.79,8.6577,144.247,47.3837,123.556,199.732,51.6914,0.8119,474.102,321.916,3,2,1,0,10.22,5.25,29.22,19.72,0
2328,6,5,61,8,18,880.439,9.5928,141.221,46.6954,120.604,194.516,49.6256,1.9776,455.634,28.6735,2,2,1,0,10.0635,5.234,24.4198,19.7161,0
2329,5,3,64,10,12,859.027,9.978,143.062,47.9373,121.597,195.263,49.787,1.964,395.849,152.786,0,2,1,0,9.9078,5.0921,29.6831,19.714,0
2330,6,3,70,1,12,1079.38,10.9407,153.273,71.9531,143.346,214.746,66.9495,6.9821,337.324,172.074,5,3,1,0,10.1703,5.2896,29.1917,19.7013,0
2331,5,2,69,0,23,716.376,12.0358,161.381,53.3942,132.543,211.701,49.0324,4.7256,562.06,311.194,3,2,1,0,10.26,5.3,28.96,19.7,0
2332,7,2,69,1,15,731.735,11.5438,164.931,53.272,133.514,213.766,49.7575,4.8995,578.739,301.025,3,2,1,0,10.26,5.3,28.96,19.7,0
2333,5,2,55,4,10,713.549,12.1507,161.097,54.313,133.157,212.01,49.7456,7.7594,545.128,296.484,3,2,1,0,10.26,5.3,28.96,19.7,0
2334,1,1,80,0,7,693.586,12.1689,159.199,52.9925,131.732,210.482,48.9262,2.726,554.533,271.086,3,2,1,0,10.26,5.3,28.96,19.7,0
2335,22,3,47,1,11,727.81,11.8047,165.645,56.7817,136.111,215.448,52.3436,8.2359,558.759,263.728,3,2,1,0,10.26,5.3,28.96,19.7,0
2336,0,1,69,2,14,726.259,12.05,161.202,53.4389,132.529,211.629,49.0199,5.2921,568.368,208.99,3,2,1,0,10.26,5.3,28.96,19.7,0
2337,19,7,51,9,22,707.479,11.6132,164.531,48.9743,130.567,212.167,46.3364,4.8475,573.175,174.029,3,2,1,0,10.26,5.3,28.96,19.7,0
2338,5,3,67,3,19,721.311,11.8443,165.867,58.3358,137.26,216.192,53.7359,7.6999,560.755,150.41,3,2,1,0,10.26,5.3,28.96,19.7,0
2339,3,1,76,1,8,714.629,12.3545,160.975,55.935,134.292,212.656,51.0595,4.9793,535.801,84.3531,3,2,1,0,10.26,5.3,28.96,19.7,0
2340,17,5,58,0,17,774.314,11.2695,160.123,43.9611,126.146,208.338,43.73,5.593,596.784,341.909,4,2,1,0,10.26,5.3,28.96,19.7,0
2341,8,4,71,0,8,779.83,11.5172,158.24,45.5556,126.638,207.728,44.6651,6.4657,606.461,311.095,4,2,1,0,10.26,5.3,28.96,19.7,0
2342,14,8,51,9,23,743.619,11.7049,158.543,47.4985,127.896,208.301,45.5762,9.4734,584.554,236.052,4,2,1,0,10.26,5.3,28.96,19.7,0
2343,1,2,80,1,10,674.047,12.3173,158.577,53.4796,131.854,210.238,49.3912,3.6569,554.41,211.702,4,2,1,0,10.26,5.3,28.96,19.7,0
2344,8,4,57,10,20,713.252,12.1323,156.176,50.4213,129.161,207.908,47.3859,5.7183,555.278,182.485,4,2,1,0,10.26,5.3,28.96,19.7,0
2345,14,6,58,11,19,724.059,11.5492,162.495,47.5651,129.035,210.513,45.5528,3.1917,583.254,176.826,4,2,1,0,10.26,5.3,28.96,19.7,0
2346,1,1,72,3,15,722.445,11.6131,162.509,48.2056,129.468,210.738,45.927,5.1796,592.26,166.969,4,2,1,0,10.26,5.3,28.96,19.7,0
2347,20,7,51,6,26,716.807,11.5595,163.327,48.0242,129.58,211.144,45.8114,2.9745,600.689,88.2669,4,2,1,0,10.26,5.3,28.96,19.7,0
2348,5,2,64,5,15,708.409,12.0983,160.62,52.3318,131.702,211.082,48.5123,6.1667,563.396,46.1848,4,2,1,0,10.26,5.3,28.96,19.7,0
2349,16,4,51,10,20,881.439,9.238,146.555,46.8521,122.059,197.274,49.6319,3.7096,431.101,216.496,6,3,1,0,9.9498,5.0617,29.4782,19.6966,0
2350,6,1,66,0,9,761.493,12.8011,155.619,53.7578,131.021,208.291,48.3036,3.6241,538.943,321.722,4,3,1,0,9.9,5.15,29.69,19.69,0
2351,4,5,61,11,15,685.565,12.2334,157.824,52.2163,130.792,209.377,48.498,2.1878,574.585,263.217,4,3,1,0,9.9,5.15,29.69,19.69,0
2352,6,6,54,17,21,779.966,11.4215,149.815,43.7214,122.873,202.035,44.5003,5.4143,620.964,260.856,4,3,1,0,9.9,5.15,29.69,19.69,0
2353,14,5,46,16,22,785.587,11.5665,149.728,44.3888,123.122,201.862,44.5246,4.255,593.542,256.18,4,3,1,0,9.9,5.15,29.69,19.69,0
2354,15,4,48,8,17,725.498,12.4285,153.688,50.5286,128.234,205.945,46.9347,5.1778,553.578,249.265,4,3,1,0,9.9,5.15,29.69,19.69,0
2355,7,3,65,1,12,770.669,11.7554,153.141,45.3861,125.074,204.769,44.9265,5.3072,580.578,244.579,4,3,1,0,9.9,5.15,29.69,19.69,0
2356,4,5,53,14,19,705.264,12.0727,159.611,51.6704,130.962,210.264,48.0745,3.7415,561.45,243.425,4,3,1,0,9.9,5.15,29.69,19.69,0
2357,7,2,72,1,8,751.962,11.6622,151.23,44.1215,123.688,203.261,46.1948,4.7325,568.717,241.402,4,3,1,0,9.9,5.15,29.69,19.69,0
2358,16,6,45,12,17,784.982,11.4051,150.846,43.0315,122.674,202.329,44.4488,3.7697,587.018,234.725,4,3,1,0,9.9,5.15,29.69,19.69,0
2359,0,1,75,6,8,779.975,11.6788,149.237,45.1886,123.425,201.67,44.9013,2.4151,592.716,230.301,4,3,1,0,9.9,5.15,29.69,19.69,0
2360,19,9,46,5,19,771.971,11.6571,152.43,44.0648,124.093,204.129,44.6715,4.2246,590.611,220.533,4,3,1,0,9.9,5.15,29.69,19.69,0
2361,6,6,58,20,16,740.418,11.5699,149.44,42.9671,122.276,201.595,43.3642,4.3051,613.074,217.223,4,3,1,0,9.9,5.15,29.69,19.69,0
2362,0,2,67,7,16,691.108,11.2497,155.155,41.3609,123.328,205.304,43.807,6.7312,632.313,207.558,4,3,1,0,9.9,5.15,29.69,19.69,0
2363,13,8,51,11,16,758.448,11.8456,150.964,45.3856,124.163,202.947,45.7546,5.1821,560.246,200.127,4,3,1,0,9.9,5.15,29.69,19.69,0
2364,1,2,66,16,19,780.179,11.705,147.157,44.9588,122.669,200.384,44.1347,1.199,582.32,194.315,4,3,1,0,9.9,5.15,29.69,19.69,0
2365,1,0,80,0,9,704.847,12.3248,153.835,50.0362,128.022,206.014,46.5636,6.2865,564.743,191.826,4,3,1,0,9.9,5.15,29.69,19.69,0
2366,4,1,77,2,9,755.151,11.9443,152.322,46.5785,125.426,204.28,45.9654,5.2378,558.173,182.163,4,3,1,0,9.9,5.15,29.69,19.69,0
2367,18,8,48,9,25,749.118,12.5941,155.227,51.9112,129.671,207.439,47.0119,1.7096,560.595,172.809,4,3,1,0,9.9,5.15,29.69,19.69,0
2368,15,5,48,10,17,763.025,12.6836,154.464,52.8442,129.969,207.102,48.0655,3.9948,544.403,170.845,4,3,1,0,9.9,5.15,29.69,19.69,0
2369,20,11,46,5,20,711.043,12.249,153.184,49.1331,127.245,205.365,46.2289,0.753,552.679,159.867,4,3,1,0,9.9,5.15,29.69,19.69,0
2370,6,4,61,9,16,756.763,11.9056,151.442,45.914,124.781,203.654,46.0211,4.2474,572.958,148.33,4,3,1,0,9.9,5.15,29.69,19.69,0
2371,2,5,62,17,20,726.127,12.3397,153.171,49.6143,127.479,205.35,46.4873,4.9001,573.421,119.516,4,3,1,0,9.9,5.15,29.69,19.69,0
2372,11,3,54,7,21,724.404,12.4123,153.647,50.3858,128.131,205.882,46.8418,5.5,547.313,89.8165,4,3,1,0,9.9,5.15,29.69,19.69,0
2373,1,0,80,1,11,764.969,11.2283,150.759,41.8455,122.069,202.302,43.8347,4.341,628.024,71.5014,4,3,1,0,9.9,5.15,29.69,19.69,0
2374,11,4,47,19,19,782.83,11.4778,150.93,43.2539,122.851,202.461,44.7847,3.1689,586.489,67.6639,4,3,1,0,9.9,5.15,29.69,19.69,0
2375,11,4,49,7,23,682.273,11.4321,155.875,40.9943,123.059,205.135,42.5391,2.0942,635.6,52.1387,4,3,1,0,9.9,5.15,29.69,19.69,0
2376,13,3,69,2,10,770.939,11.5972,151.134,43.958,123.29,202.629,44.7944,5.4489,574.167,51.4854,4,3,1,0,9.9,5.15,29.69,19.69,0
2377,22,8,43,12,12,778.992,11.3099,150.322,42.4365,122.216,202.004,44.2375,5.5398,606.752,40.8433,4,3,1,0,9.9,5.15,29.69,19.69,0
2378,13,7,67,5,11,747.187,12.5957,155.036,51.9643,129.64,207.324,47.1762,4.8356,557.159,36.9012,4,3,1,0,9.9,5.15,29.69,19.69,0
2379,7,4,65,14,25,1091,10.7385,155.401,71.344,143.759,216.182,66.5307,4.1179,358.91,58.8339,4,3,1,0,10.16,5.31,29.23,19.69,0
2380,20,12,55,4,21,1065.76,9.9924,162.938,73.72,147.98,222.247,67.9965,7.1406,329.984,188.483,4,3,1,0,10.18,5.43,29.55,19.68,0
2381,37,8,55,6,14,934.354,14.179,151.759,77.7135,146.037,214.367,68.6777,4.5784,332.674,333.301,6,-1,1,0,10.18,5.3,29.18,19.68,0
2382,45,10,42,3,12,958.711,15.4088,148.667,78.3471,145.178,212.018,68.3754,4.717,365.329,293.492,6,-1,1,0,10.18,5.3,29.18,19.68,0
2383,33,9,55,6,13,952.886,15.6506,149.151,78.4147,145.39,212.376,68.4188,5.9546,363.769,222.405,6,-1,1,0,10.18,5.3,29.18,19.68,0
2384,20,11,58,8,11,886.178,11.5848,149.455,75.3598,144.363,213.372,69.8539,4.2754,356.231,207.531,6,-1,1,0,10.18,5.3,29.18,19.68,0
2385,28,7,62,8,13,1012.99,15.0636,151.537,78.9503,146.446,213.947,68.3566,4.1759,362.934,145.304,6,-1,1,0,10.18,5.3,29.18,19.68,0
2386,30,6,56,4,22,946.554,14.3796,151.807,77.9906,146.177,214.371,68.6158,2.1826,344.982,131.315,6,-1,1,0,10.18,5.3,29.18,19.68,0
2387,24,7,56,11,15,1008.98,14.9535,151.244,78.6254,146.128,213.637,68.2824,3.5081,350.662,64.0576,6,-1,1,0,10.18,5.3,29.18,19.68,0
2388,37,6,54,5,21,894.495,11.8005,149.811,75.9778,144.847,213.722,69.9165,5.4756,313.961,19.5106,6,-1,1,0,10.18,5.3,29.18,19.68,0
2389,46,12,37,1,13,947.179,16.2852,147.637,78.6045,144.819,211.043,67.8702,3.869,362.481,304.272,5,3,1,0,10.16,5.29,29.17,19.68,0
2390,10,6,75,2,16,1065.69,11.735,151.031,73.2989,143.177,213.061,67.32,5.2094,383.845,287.257,5,3,1,0,10.16,5.29,29.17,19.68,0
2391,11,5,65,10,26,1095.7,12.4048,149.408,73.4192,142.268,211.127,67.023,5.7173,370.999,220.619,5,3,1,0,10.16,5.29,29.17,19.68,0
2392,5,3,60,8,20,1106.56,13.6163,146.624,76.0093,143.016,210.029,67.4155,4.3871,372.088,188.829,5,3,1,0,10.16,5.29,29.17,19.68,0
2393,1,2,65,11,14,1062.3,13.6311,147.041,76.3131,143.368,210.428,67.7914,6.3495,358.861,142.866,5,3,1,0,10.16,5.29,29.17,19.68,0
2394,26,7,50,2,13,1033.52,13.6051,147.847,76.4336,143.719,211.011,68.0214,4.996,356.054,95.3828,5,3,1,0,10.16,5.29,29.17,19.68,0
2395,3,4,67,6,17,1149.78,13.6953,146.854,76.0164,143.082,210.154,67.2802,2.5454,387.505,92.0577,5,3,1,0,10.16,5.29,29.17,19.68,0
2396,15,6,51,9,25,988.551,13.7208,145.451,76.9154,143.234,209.561,68.2025,3.8516,370.745,16.6707,5,3,1,0,10.16,5.29,29.17,19.68,0
2397,19,3,48,11,21,772.316,9.7499,160.011,57.0384,135.303,213.577,56.8579,1.6259,485.341,263.531,3,2,1,0,9.97,5.11,29.36,19.67,0
2398,1,5,59,26,16,781.428,9.7057,161.112,56.9451,135.682,214.427,56.9055,0.1674,490.839,241.801,3,2,1,0,9.97,5.11,29.36,19.67,0
2399,4,5,61,13,24,932.637,7.6954,139.216,45.6817,121.71,197.744,53.4687,2.6774,444.351,229.833,4,3,1,0,10.0674,5.3176,29.3597,19.6575,0
2400,13,10,49,4,20,873.581,8.0672,144.189,46.5014,122.978,199.459,53.3278,4.2362,416.232,350.36,4,2,1,0,10.1,5.3,29.8,19.65,0
2401,10,4,49,9,14,854.585,8.8784,137.854,46.9989,122.275,197.563,52.2701,2.371,505.154,342.587,4,2,1,0,10.1,5.3,29.8,19.65,0
2402,48,8,39,11,13,1088.5,10.9156,148.816,56.5023,130.332,204.168,55.1921,2.8708,440.022,321.504,4,2,1,0,10.1,5.3,29.8,19.65,0
2403,10,6,53,9,18,1018.38,11.5321,143.932,66.6796,135.477,204.279,62.5962,3.0782,399.747,319.998,4,2,1,0,10.1,5.3,29.8,19.65,0
2404,5,6,65,17,26,1057.63,8.0878,140.482,46.7794,122.335,197.897,52.8308,3.5135,458.039,319.272,4,2,1,0,10.1,5.3,29.8,19.65,0
2405,15,10,47,6,19,1192.2,10.5371,145.04,56.7262,129.499,202.279,56.0772,2.3691,434.27,281.627,4,2,1,0,10.1,5.3,29.8,19.65,0
2406,2,3,65,12,8,854.77,8.9026,138.8,46.4958,122.068,197.645,51.4973,5.7435,496.482,249.639,4,2,1,0,10.1,5.3,29.8,19.65,0
2407,7,4,65,0,14,922.993,8.4571,147.423,48.0859,124.596,201.114,54.0642,4.3519,433.928,243.086,4,2,1,0,10.1,5.3,29.8,19.65,0
2408,5,4,58,15,27,1086.28,8.6612,140.148,50.4475,124.467,198.492,54.5871,2.5641,430.848,240.617,4,2,1,0,10.1,5.3,29.8,19.65,0
2409,2,7,52,17,12,1104.95,9.2779,142.571,50.1171,124.455,198.8,53.1611,1.4573,428.054,238.641,4,2,1,0,10.1,5.3,29.8,19.65,0
2410,17,8,51,7,19,917.179,8.631,151.355,47.7572,124.813,201.874,53.1222,2.6659,411.336,236.177,4,2,1,0,10.1,5.3,29.8,19.65,0
2411,11,5,57,12,24,997.491,8.1835,148.917,51.1193,126.785,202.456,55.9808,2.2933,418.122,234.208,4,2,1,0,10.1,5.3,29.8,19.65,0
2412,12,8,54,17,28,915.614,7.6034,138.982,45.6564,121.674,197.7,53.5796,3.757,455.28,229.245,4,2,1,0,10.1,5.3,29.8,19.65,0
2413,17,6,53,11,23,916.786,7.3436,141.257,45.0504,121.857,198.673,54.1202,3.0978,446.244,222.912,4,2,1,0,10.1,5.3,29.8,19.65,0
2414,5,4,66,4,8,911.893,7.4212,143.174,44.4966,121.787,199.081,53.155,1.4019,463.53,193.36,4,2,1,0,10.1,5.3,29.8,19.65,0
2415,5,5,58,14,26,896.043,8.8836,147.771,48.8614,124.936,201.017,54.049,8.1321,402.858,186.195,4,2,1,0,10.1,5.3,29.8,19.65,0
2416,15,6,50,9,19,924.874,7.4658,142.584,44.4376,121.571,198.711,52.9935,2.6831,422.577,173.749,4,2,1,0,10.1,5.3,29.8,19.65,0
2417,19,7,53,5,23,888.388,8.0692,136.077,45.7809,121.378,196.985,52.5189,3.3929,487.975,168.973,4,2,1,0,10.1,5.3,29.8,19.65,0
2418,23,7,51,4,17,873.407,8.2175,135.481,46.0541,121.464,196.881,53.0771,2.561,490.088,149.387,4,2,1,0,10.1,5.3,29.8,19.65,0
2419,13,10,55,9,24,865.854,7.1054,134.272,44.0592,120.051,196.05,53.7958,1.7082,454.016,142.595,4,2,1,0,10.1,5.3,29.8,19.65,0
2420,18,3,51,9,14,835.209,8.6431,137.344,46.027,121.604,197.188,52.0388,2.6099,499.306,141.644,4,2,1,0,10.1,5.3,29.8,19.65,0
2421,18,11,48,6,25,878.008,8.7705,144.28,48.0234,123.409,198.801,53.1593,3.902,405.856,123.962,4,2,1,0,10.1,5.3,29.8,19.65,0
2422,5,6,53,16,21,1025.39,10.3332,147.756,58.82,131.511,204.207,58.2943,2.8247,405.105,105.543,4,2,1,0,10.1,5.3,29.8,19.65,0
2423,6,2,58,12,21,891.249,8.1713,133.919,45.5507,120.458,195.373,52.8251,2.7264,494.018,86.1927,4,2,1,0,10.1,5.3,29.8,19.65,0
2424,4,6,67,9,15,950.744,8.3815,151.467,47.4775,124.592,201.712,53.1198,3.096,441.408,66.8705,4,2,1,0,10.1,5.3,29.8,19.65,0
2425,16,3,55,6,16,908.142,8.4845,135.467,46.1549,120.955,195.76,52.417,4.2714,489.336,59.2245,4,2,1,0,10.1,5.3,29.8,19.65,0
2426,5,4,61,9,17,830.842,8.6669,136.981,46.5605,121.949,197.342,52.472,4.5536,486.755,56.0534,4,2,1,0,10.1,5.3,29.8,19.65,0
2427,22,7,50,8,21,844.216,9.7095,140.645,48.3319,123.363,198.402,51.5135,1.1199,528.948,41.8173,4,2,1,0,10.1,5.3,29.8,19.65,0
2428,2,3,65,15,24,914.119,12.3692,154.484,55.795,130.762,205.735,51.7594,3.9519,492.344,202.103,0,2,1,0,10.0837,5.2976,29.7791,19.6408,0
2429,20,9,51,8,26,869.887,8.627,156.253,48.104,125.872,203.649,53.19,4.621,442.645,256.509,4,2,1,0,10.3,5.4008,29.2826,19.6404,0
2430,1,0,71,3,13,765.294,10.8165,162.02,62.3538,139.166,215.987,58.1,6.9562,534.437,176.739,1,3,1,0,10.0283,5.1532,29.2002,19.6399,0
2431,3,2,63,6,16,715.776,10.2217,176.375,66.3893,147.392,228.401,63.0826,1.1624,445.32,54.3874,5,2,1,0,9.87,4.87,29.13,19.63,0
2432,5,3,60,17,26,868.664,13.6331,157.135,57.3375,133.55,209.769,49.4118,2.7595,517.633,27.7321,4,2,1,0,9.8238,4.9845,29.9657,19.6259,0
