Point,Trees,Shrubs,Peren_FG,bare_groun,Annual_FG,ppt,vpdmin,vpdmax,tmin,tmean,tmax,tdmean,slope,dem,aspect,Runoff,Frosting_R,Flooding_F,BD_depth,AWS_50cm,AWS_25cm,AWS_150cm,AWS_100cm,Min_WTD
1602,0,3,66,15,18,797.2070,10.4730,148.6430,50.2880,126.9410,203.6010,51.8630,6.1415,534.9930,38.2617,4,3,1,0.0000,10.5300,5.5500,29.8800,20.2100,0.0000
1603,7,3,63,7,19,811.0400,10.8170,137.9570,43.9240,120.2240,196.5300,45.4570,3.5896,561.9420,22.9096,4,3,1,0.0000,10.5300,5.5500,29.8800,20.2100,0.0000
1604,11,4,65,1,12,727.4710,9.7440,168.3080,44.8260,127.0420,209.2620,46.3360,5.6562,517.3980,339.0040,1,1,1,0.0000,10.5300,5.5500,29.8800,20.2100,0.0000
1605,6,6,63,17,24,801.8780,9.0190,153.8520,43.6080,122.8440,202.0890,46.8250,2.6394,556.0910,319.8420,1,1,1,0.0000,10.5300,5.5500,29.8800,20.2100,0.0000
1606,3,5,60,22,24,803.6520,8.4690,156.1920,42.6000,123.3470,204.1040,47.2050,2.0832,556.3460,253.0480,1,1,1,0.0000,10.5300,5.5500,29.8800,20.2100,0.0000
1607,13,5,61,7,18,748.1630,10.1170,164.4070,45.8910,126.8290,207.7760,46.9070,7.1118,524.6790,235.6410,1,1,1,0.0000,10.5300,5.5500,29.8800,20.2100,0.0000
1608,0,2,73,4,7,771.4530,8.9810,170.0910,41.7100,125.3680,209.0320,45.3560,4.3400,527.7100,205.9670,1,1,1,0.0000,10.5300,5.5500,29.8800,20.2100,0.0000
1609,1,0,72,3,10,781.0450,10.7160,162.3810,47.3950,127.2230,207.0570,46.7620,2.4446,549.3860,152.4880,1,1,1,0.0000,10.5300,5.5500,29.8800,20.2100,0.0000
1610,10,6,59,11,12,1001.2600,11.6220,150.1120,74.0580,142.8670,211.6830,68.7010,3.9954,356.6560,102.1950,5,3,1,0.0000,10.6600,5.5400,29.7600,20.2100,0.0000
1611,21,4,48,1,13,935.6260,11.9540,156.3830,58.4280,133.9260,209.4350,54.1450,5.7538,480.1210,318.6000,5,2,1,0.0000,10.2000,5.2000,30.2000,20.2000,0.0000
1612,1,1,73,0,10,667.5720,13.0640,167.3680,64.4210,140.8740,217.3320,55.3850,2.4907,539.5320,56.8604,5,3,1,0.0000,10.7000,5.7500,29.7000,20.2000,0.0000
1613,4,2,66,9,16,720.2940,9.5870,169.9780,45.2850,127.9580,210.6360,47.5870,0.3811,504.0390,42.2805,3,2,1,137.0000,9.9600,5.2100,27.9500,20.1800,0.0000
1614,39,13,55,5,10,1134.4100,13.3070,148.7830,74.8650,142.9370,211.0190,66.6520,5.1900,390.4660,304.6340,4,3,1,0.0000,10.3400,5.2800,29.9900,20.1700,0.0000
1615,51,9,26,9,15,1069.3300,11.1720,154.7230,71.4620,143.4900,215.5260,66.4680,6.6164,343.2190,291.3550,4,3,1,0.0000,10.3400,5.2800,29.9900,20.1700,0.0000
1616,30,9,59,2,16,982.7540,13.6850,144.6650,77.0530,143.0910,209.1390,68.3420,2.5800,390.9310,181.3120,4,3,1,0.0000,10.3400,5.2800,29.9900,20.1700,0.0000
1617,44,13,40,1,10,1057.4100,14.2950,149.7990,76.6240,144.1420,211.6650,66.1890,6.5444,394.1460,152.5120,4,3,1,0.0000,10.3400,5.2800,29.9900,20.1700,0.0000
1618,4,6,67,12,25,943.2810,11.3410,153.6150,59.3950,133.6190,207.8480,56.3490,5.5300,441.8810,304.8420,3,1,1,0.0000,10.1500,5.1100,30.2400,20.1600,0.0000
1619,18,5,55,1,13,883.0790,8.6900,148.8870,46.0650,122.2920,198.5200,49.8070,7.8403,402.1720,191.7160,3,1,1,0.0000,10.1500,5.1100,30.2400,20.1600,0.0000
1620,57,15,29,3,11,893.0630,9.0810,153.9870,50.0830,126.8080,203.5390,52.4320,20.4571,406.9180,45.2094,3,1,1,0.0000,10.1500,5.1100,30.2400,20.1600,0.0000
1621,54,16,36,3,13,870.5520,9.3280,152.4230,48.5360,124.9740,201.4170,50.5690,12.8528,391.6530,203.5780,5,3,1,0.0000,10.2600,5.2500,29.6800,20.1600,0.0000
1622,11,3,56,12,19,803.6520,8.4690,156.1920,42.6000,123.3470,204.1040,47.2050,2.2413,515.0300,299.1470,1,1,5,0.0000,10.3800,5.4900,29.9300,20.1500,0.0000
1623,13,1,66,1,26,769.2580,9.3940,169.5750,44.7980,127.3150,209.8390,47.3950,3.1298,453.0160,89.0787,1,1,5,0.0000,10.3800,5.4900,29.9300,20.1500,0.0000
1624,16,9,54,7,17,1045.3300,10.2350,141.3940,70.2970,138.1650,206.0340,66.6280,0.9654,368.6470,356.0930,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1625,8,5,56,6,18,1100.5600,10.8460,142.8400,71.8160,139.5490,207.2880,67.2830,3.9260,378.1750,255.4870,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1626,5,13,54,16,32,1100.5600,10.8460,142.8400,71.8160,139.5490,207.2880,67.2830,3.3678,355.9120,243.5160,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1627,25,5,49,8,15,1008.0700,12.1090,138.6510,72.5840,138.3440,204.1110,65.9300,1.3833,377.9200,223.4930,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1628,6,3,57,9,29,1043.1200,12.4660,147.9410,73.5560,141.8000,210.0510,66.7530,4.1259,353.4510,218.9660,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1629,1,7,66,10,19,1108.3600,11.7750,143.0590,73.0680,140.1820,207.3050,66.9720,4.9967,390.6670,206.3000,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1630,9,9,56,5,16,1095.8200,12.5960,147.4670,73.6200,141.5080,209.3990,66.1510,6.0357,377.5350,187.2240,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1631,21,9,45,9,25,1014.9100,12.0630,139.4930,71.1730,137.5010,203.8400,64.8050,1.4244,404.0250,78.5383,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1632,4,5,55,11,22,1108.3600,11.7750,143.0590,73.0680,140.1820,207.3050,66.9720,4.9138,383.6880,67.2606,5,3,1,0.0000,10.5800,5.4100,29.6800,20.1300,0.0000
1633,0,2,67,10,13,872.4560,7.6220,138.7630,43.5950,119.5200,195.4500,51.2060,4.2498,457.4040,314.2820,-1,2,1,0.0000,9.8500,5.0900,30.4400,20.1100,0.0000
1634,8,3,56,8,19,831.0950,7.7870,152.7560,41.4350,121.8100,202.1880,47.7630,1.0894,543.1460,233.9230,-1,2,1,0.0000,9.8500,5.0900,30.4400,20.1100,0.0000
1635,14,1,66,8,10,710.3610,10.2530,154.2750,43.9620,124.0600,204.1680,45.9770,1.6626,556.8140,189.9450,-1,2,1,0.0000,9.8500,5.0900,30.4400,20.1100,0.0000
1636,2,0,70,1,8,709.7590,10.0840,159.0970,39.4580,122.6490,205.8470,42.2990,0.6210,581.8390,97.4405,-1,2,1,0.0000,9.8500,5.0900,30.4400,20.1100,0.0000
1637,3,5,69,15,21,744.8190,11.4490,147.0900,44.3520,122.0570,199.7710,43.0230,0.9647,605.6900,86.2511,-1,2,1,0.0000,9.8500,5.0900,30.4400,20.1100,0.0000
1638,19,7,48,11,16,716.6240,10.2480,154.8160,40.6350,122.1890,203.7510,42.9090,1.7372,603.9800,49.1141,-1,2,1,0.0000,9.8500,5.0900,30.4400,20.1100,0.0000
1639,52,7,36,1,11,719.8510,11.3340,165.6370,51.3760,132.4620,213.5590,48.5230,6.9856,538.6640,347.1970,3,2,-1,0.0000,10.2700,5.2800,29.8600,20.0900,0.0000
1640,0,5,64,16,11,700.5950,11.9070,161.4280,51.9130,131.4740,211.0410,47.9390,5.0701,558.1190,21.5661,3,2,-1,0.0000,10.2700,5.2800,29.8600,20.0900,0.0000
1641,29,4,55,4,10,739.7870,12.0650,160.6660,53.3680,132.3570,211.3500,48.9210,5.2585,568.6120,3.4493,3,2,-1,0.0000,10.2700,5.2800,29.8600,20.0900,0.0000
1642,14,8,74,2,7,868.6680,8.9690,146.3290,46.0870,121.4050,196.7280,49.3670,1.5299,443.7300,337.7250,4,3,1,0.0000,10.2400,5.2500,29.6000,20.0900,0.0000
1643,22,4,64,1,19,876.5670,9.4530,150.5850,47.8580,123.7880,199.7300,49.7360,6.8228,401.7160,176.6130,4,3,1,0.0000,10.2400,5.2500,29.6000,20.0900,0.0000
1644,19,7,62,2,5,865.6830,8.8220,146.2820,45.8800,121.2310,196.5880,49.3080,9.6940,422.8140,159.3450,4,3,1,0.0000,10.2400,5.2500,29.6000,20.0900,0.0000
1645,3,7,69,1,9,865.6830,8.8220,146.2820,45.8800,121.2310,196.5880,49.3080,8.2499,412.9600,6.3545,4,3,1,0.0000,10.2400,5.2500,29.6000,20.0900,0.0000
1646,8,9,64,5,14,975.2050,10.6840,145.7270,67.8750,137.3430,206.8150,64.5130,7.4348,382.0510,109.5650,5,3,1,0.0000,10.3900,5.3600,29.7300,20.0800,0.0000
1647,2,7,73,13,23,1010.7300,11.8730,141.1230,68.6040,135.9710,203.3410,63.4550,6.8717,384.1020,91.6098,5,3,1,0.0000,10.3900,5.3600,29.7300,20.0800,0.0000
1648,41,13,40,1,12,917.5060,15.7930,152.9840,77.2460,145.2400,213.2400,67.1930,3.6339,363.8040,129.2830,5,3,1,0.0000,10.4400,5.3600,29.6500,20.0400,0.0000
1649,14,7,47,5,16,1079.7100,11.5860,146.3420,64.8530,134.7910,204.7350,61.5250,7.8512,386.8360,28.6366,5,3,1,0.0000,10.2800,5.2500,29.5400,20.0400,0.0000
1650,5,7,72,17,32,1045.3300,10.2350,141.3940,70.2970,138.1650,206.0340,66.6280,5.5925,374.2690,170.5530,5,3,1,0.0000,10.5200,5.4800,29.5500,20.0300,0.0000
1651,45,15,34,1,20,1045.8800,8.7290,147.4270,72.2830,142.0000,211.7190,70.7390,8.4414,373.2830,88.5380,5,3,1,0.0000,10.5200,5.4800,29.5500,20.0300,0.0000
1652,13,6,40,29,13,994.6500,13.8910,150.1490,78.5110,146.1190,213.7360,69.4700,2.2812,363.8580,286.6280,3,3,1,0.0000,10.5200,5.4000,29.5200,20.0200,0.0000
1653,3,7,70,17,26,1079.6100,12.5000,148.9270,74.2470,142.7950,211.3500,67.6440,1.4737,381.3090,256.2520,3,3,1,0.0000,10.5200,5.4000,29.5200,20.0200,0.0000
1654,3,9,67,11,31,1085.4400,13.0470,149.2410,75.7640,143.9730,212.1860,68.2700,1.8931,375.9410,214.8230,3,3,1,0.0000,10.5200,5.4000,29.5200,20.0200,0.0000
1655,7,6,60,15,27,1024.1500,13.6760,145.9920,76.4010,142.9830,209.5710,67.7610,1.7076,372.5940,173.2480,3,3,1,0.0000,10.5200,5.4000,29.5200,20.0200,0.0000
1656,6,5,61,16,20,1064.5700,11.3620,152.4890,73.2850,143.8830,214.4910,67.5190,0.9066,362.4960,172.2770,3,3,1,0.0000,10.5200,5.4000,29.5200,20.0200,0.0000
1657,7,6,56,12,26,995.6860,12.2990,151.1190,75.4680,144.7050,213.9500,68.4580,2.3780,357.6260,87.8828,3,3,1,0.0000,10.5200,5.4000,29.5200,20.0200,0.0000
1658,6,7,61,11,18,1065.1900,11.6110,151.3540,73.1790,143.2670,213.3610,67.3100,1.4716,389.2620,70.1949,3,3,1,0.0000,10.5200,5.4000,29.5200,20.0200,0.0000
1659,3,5,46,22,25,1169.2700,13.7310,146.9480,76.0620,143.1410,210.2270,67.2710,2.5815,377.0560,41.8316,3,3,1,0.0000,10.5200,5.4000,29.5200,20.0200,0.0000
1660,7,2,69,1,11,680.2800,12.3640,157.0400,52.8640,130.9600,209.0650,49.0060,0.2179,527.5420,225.1040,1,2,5,0.0000,10.0000,5.0000,30.0000,20.0000,0.0000
1661,3,5,65,10,23,1000.4800,11.1670,146.9550,65.9050,135.9880,206.0780,62.6480,3.1647,368.1900,212.5800,3,3,1,0.0000,10.3300,5.4800,29.6400,19.9900,0.0000
1662,33,10,39,1,14,1043.1200,12.4660,147.9410,73.5560,141.8000,210.0510,66.7530,2.0451,360.7660,193.8490,3,3,1,0.0000,10.3300,5.4800,29.6400,19.9900,0.0000
1663,4,4,64,12,10,1004.6000,9.5420,143.7870,70.3490,139.0620,207.7780,67.5630,5.4912,353.6630,177.6270,3,3,1,0.0000,10.3300,5.4800,29.6400,19.9900,0.0000
1664,25,4,48,1,15,1060.8100,13.3970,150.4490,76.6340,144.9950,213.3630,68.4560,0.8925,343.4520,129.6630,3,3,1,0.0000,10.3300,5.4800,29.6400,19.9900,0.0000
1665,48,6,36,3,10,991.7200,14.6190,152.8420,78.2600,146.6770,215.1020,68.3640,2.3990,319.3750,109.6730,3,3,1,0.0000,10.3300,5.4800,29.6400,19.9900,0.0000
1666,21,7,48,6,14,711.3710,11.7320,149.1450,44.4760,123.1310,201.7950,44.7840,1.3324,579.8850,303.0170,3,2,1,0.0000,10.4000,5.5000,29.9600,19.9600,0.0000
1667,21,4,47,11,26,1047.3500,11.2860,150.7710,57.4520,131.4020,205.3630,55.3170,4.5525,443.2900,333.9120,5,3,1,0.0000,10.1000,5.3500,29.9600,19.9600,0.0000
1668,22,6,53,8,24,1108.7000,11.2980,150.0410,58.1500,131.6370,205.1320,55.8460,3.7301,435.8960,299.3360,5,3,1,0.0000,10.1000,5.3500,29.9600,19.9600,0.0000
1669,17,9,50,4,23,1008.0600,11.3300,152.0780,56.8030,131.3040,205.8130,54.4300,1.9084,452.8800,235.5370,5,3,1,0.0000,10.1000,5.3500,29.9600,19.9600,0.0000
1670,14,8,50,9,23,1097.9100,9.9900,144.0580,58.3670,130.3310,202.3010,58.4510,2.6213,416.5620,213.8560,5,3,1,0.0000,10.1000,5.3500,29.9600,19.9600,0.0000
1671,0,4,63,11,9,973.5220,12.4950,154.8510,66.3660,137.9280,209.4960,59.1000,2.7569,381.2120,192.7040,5,3,1,0.0000,10.1000,5.3500,29.9600,19.9600,0.0000
1672,4,6,63,8,33,1086.8900,11.1210,150.6020,58.4010,132.0650,205.7330,56.1750,3.4553,423.7260,128.5370,5,3,1,0.0000,10.1000,5.3500,29.9600,19.9600,0.0000
1673,3,6,56,19,32,991.4040,11.3350,152.7480,58.0150,132.2720,206.5330,55.3180,4.6415,441.4170,94.7154,5,3,1,0.0000,10.1000,5.3500,29.9600,19.9600,0.0000
1674,6,5,50,9,23,717.5000,13.3890,160.2750,59.9570,136.4230,212.8970,51.7450,0.5724,534.1670,145.2830,4,3,1,0.0000,10.2600,5.5100,29.7600,19.9600,0.0000
1675,5,4,66,16,19,711.3710,11.7320,149.1450,44.4760,123.1310,201.7950,44.7840,0.5868,570.1980,293.6590,1,3,1,0.0000,10.4700,5.5000,29.7600,19.9100,0.0000
1676,4,3,55,19,18,751.9420,12.7210,154.5420,53.2560,130.3250,207.4010,48.3920,0.3066,508.9790,132.5220,1,3,1,0.0000,10.4700,5.5000,29.7600,19.9100,0.0000
1677,7,5,60,1,25,1108.5500,12.6040,149.3300,73.9200,142.6220,211.3310,67.5770,5.7700,360.7450,339.3200,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1678,3,8,64,7,11,1065.1700,13.4640,146.0630,76.0600,142.9140,209.7720,67.7300,2.5062,372.5760,317.0300,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1679,3,11,50,17,10,1079.6100,12.5000,148.9270,74.2470,142.7950,211.3500,67.6440,4.5193,377.4640,307.5140,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1680,15,5,71,3,18,887.4570,11.5800,149.6780,75.7540,144.7060,213.6640,70.0100,4.4142,337.3370,239.4470,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1681,12,6,57,1,12,1047.5200,12.0630,152.6350,74.0800,144.2810,214.4870,67.3810,2.1683,361.9840,160.5430,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1682,2,3,71,10,28,1108.5500,12.6040,149.3300,73.9200,142.6220,211.3310,67.5770,4.6138,355.3430,150.8250,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1683,2,5,73,18,26,1085.4400,13.0470,149.2410,75.7640,143.9730,212.1860,68.2700,2.2619,359.0140,90.0797,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1684,9,8,56,7,25,1179.5600,13.7400,148.1110,75.4660,143.0340,210.6090,66.4360,4.6900,362.7670,84.2487,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1685,0,6,50,26,22,1034.0200,12.9630,151.1360,76.1530,145.0540,213.9620,68.4380,2.3223,348.2420,69.1215,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1686,2,7,70,16,29,1060.8100,13.3970,150.4490,76.6340,144.9950,213.3630,68.4560,2.0080,357.2830,44.8105,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1687,2,5,71,14,27,1002.8000,13.6170,149.2120,76.6110,144.2830,211.9630,68.2920,3.8321,343.2920,44.6801,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1688,7,5,69,0,10,1179.5600,13.7400,148.1110,75.4660,143.0340,210.6090,66.4360,5.6906,381.3870,33.9112,4,3,1,0.0000,10.3700,5.3500,29.4300,19.9000,0.0000
1689,15,7,54,15,19,878.1810,9.1550,161.7370,55.8510,135.3240,214.8070,57.0940,0.4638,473.3430,345.8780,5,2,1,0.0000,9.9000,4.9000,29.4200,19.9000,0.0000
1690,16,6,52,8,17,804.2110,10.8800,156.7600,65.3510,139.9890,214.6350,61.6020,2.3015,465.0430,337.1940,5,2,1,0.0000,9.9000,4.9000,29.4200,19.9000,0.0000
1691,9,3,61,9,22,771.6360,9.7610,161.2700,60.6290,138.2360,215.8520,59.5500,2.5006,477.3230,329.6900,5,2,1,0.0000,9.9000,4.9000,29.4200,19.9000,0.0000
1692,0,3,69,10,13,899.5250,11.8070,162.4700,69.7030,144.5440,219.3910,63.7550,1.3849,444.7750,147.9590,5,2,1,0.0000,9.9000,4.9000,29.4200,19.9000,0.0000
1693,4,4,56,13,24,771.5710,9.8690,160.4700,60.8760,138.2460,215.6220,59.7470,1.5569,477.9390,106.2810,5,2,1,0.0000,9.9000,4.9000,29.4200,19.9000,0.0000
1694,12,5,59,20,26,865.5980,10.0760,157.8240,63.8840,139.6000,215.3220,61.8610,2.6155,457.7310,75.4889,5,2,1,0.0000,9.9000,4.9000,29.4200,19.9000,0.0000
1695,13,9,52,11,18,775.5350,10.8590,158.8700,65.5620,140.6850,215.8160,61.5400,2.8871,461.7490,15.4692,5,2,1,0.0000,9.9000,4.9000,29.4200,19.9000,0.0000
1696,16,7,53,9,22,903.7770,8.0270,143.4080,46.2680,122.5730,198.8860,53.2730,4.4348,402.0610,24.6414,5,3,1,0.0000,10.2800,5.4100,29.6700,19.8500,0.0000
1697,13,3,49,15,29,686.8590,12.3340,158.0270,53.1410,131.3110,209.4870,48.9310,2.4666,549.0700,305.8620,4,3,1,0.0000,9.8400,5.0500,29.8400,19.8400,0.0000
1698,10,3,49,20,25,822.3780,13.6250,156.7990,57.4250,133.8150,210.2130,49.0600,2.9526,528.5980,191.9790,4,3,1,0.0000,9.8400,5.0500,29.8400,19.8400,0.0000
1699,16,4,45,8,21,765.9780,12.9730,156.6480,55.1270,132.2670,209.4150,48.4830,4.0787,545.0290,154.7880,4,3,1,0.0000,9.8400,5.0500,29.8400,19.8400,0.0000
1700,0,1,80,0,5,734.2980,12.8340,159.7100,56.5560,134.1380,211.7300,49.9900,4.4701,517.3430,137.4210,4,3,1,0.0000,9.8400,5.0500,29.8400,19.8400,0.0000
1701,7,3,61,8,24,832.3130,9.5920,156.0620,61.7560,137.8980,214.0450,61.4050,4.2484,467.4740,336.0540,4,2,1,0.0000,9.9600,5.1300,30.0600,19.8200,0.0000
1702,0,1,79,0,7,787.6010,12.7680,182.2860,67.9250,148.8920,229.8680,58.9240,4.8674,495.1840,118.6270,3,1,1,0.0000,9.9600,5.1300,30.0600,19.8200,0.0000
1703,9,3,53,8,23,755.3650,9.5750,161.9370,59.1070,137.2390,215.3770,58.3220,4.3214,478.3500,347.5200,4,1,1,0.0000,9.9600,5.1300,30.0600,19.8200,0.0000
1704,3,5,71,18,23,769.7740,12.6110,175.3930,68.6860,147.2270,225.7770,60.3400,2.5051,465.4250,139.1790,4,1,1,0.0000,9.9600,5.1300,30.0600,19.8200,0.0000
1705,18,9,58,10,20,801.2250,12.5990,175.1650,69.8430,148.1680,226.4980,61.3790,3.4886,458.9230,57.9785,4,1,1,0.0000,9.9600,5.1300,30.0600,19.8200,0.0000
1706,61,15,39,3,6,940.4410,12.3140,156.5780,58.4510,133.6170,208.7910,53.1250,7.8702,486.8120,327.6300,5,2,1,0.0000,10.3200,5.3200,29.2200,19.8200,0.0000
1707,37,7,57,1,14,911.5970,11.2030,151.9960,57.2530,131.7910,206.3340,54.8530,6.8866,479.7410,258.3410,5,2,1,0.0000,10.3200,5.3200,29.2200,19.8200,0.0000
1708,18,9,53,0,8,911.5970,11.2030,151.9960,57.2530,131.7910,206.3340,54.8530,4.0620,489.1130,61.5154,5,2,1,0.0000,10.3200,5.3200,29.2200,19.8200,0.0000
1709,8,1,65,4,10,643.7580,12.2390,166.9780,65.5870,142.2110,218.8420,57.9240,0.8114,506.9720,314.2110,5,2,1,0.0000,10.4100,5.5200,29.0400,19.8100,0.0000
1710,19,7,51,17,16,709.1710,10.1210,164.4970,63.5350,140.8610,218.1990,60.2110,2.9611,491.1090,125.8160,5,2,1,0.0000,10.4100,5.5200,29.0400,19.8100,0.0000
1711,17,5,50,7,16,739.1840,10.6110,163.0070,64.6560,141.1430,217.6400,60.7200,2.4121,482.5430,0.9389,5,2,1,0.0000,10.4100,5.5200,29.0400,19.8100,0.0000
1712,11,2,59,12,10,720.0720,13.3560,178.8660,64.6110,144.8460,225.0880,54.6860,0.3676,538.1660,87.7803,4,3,1,0.0000,10.3000,5.5500,29.3000,19.8000,0.0000
1713,2,4,71,11,11,872.5660,11.2720,159.3860,67.0180,142.0360,217.0650,61.7330,0.4083,461.4650,173.5630,3,2,1,0.0000,10.3700,5.4000,28.9800,19.7800,0.0000
1714,12,2,62,4,13,752.2350,13.3330,182.9620,66.8130,147.9620,229.1180,57.0160,3.2651,515.5930,170.0640,4,1,1,0.0000,10.3700,5.4000,28.9800,19.7800,0.0000
1715,4,1,74,8,17,738.6280,13.5980,178.7310,63.4600,143.8560,224.2630,53.2440,1.3807,559.3470,19.7241,4,1,1,0.0000,10.3700,5.4000,28.9800,19.7800,0.0000
1716,5,2,68,2,7,930.2000,11.6550,154.8230,58.0790,133.2250,208.3800,54.5310,4.2366,470.8520,314.8490,4,2,1,0.0000,10.3500,5.4200,29.0500,19.7300,0.0000
1717,22,4,51,5,18,896.1640,9.5190,159.2790,56.8160,134.9000,212.9910,57.3790,1.8660,481.3780,258.7820,4,2,1,0.0000,10.3500,5.4200,29.0500,19.7300,0.0000
1718,8,2,66,4,23,852.3550,12.2570,178.3420,69.8080,149.2800,228.7570,62.5200,1.2221,452.0580,348.6630,4,2,1,0.0000,9.6300,4.9400,30.1200,19.7200,0.0000
1719,2,6,71,22,27,787.5010,12.2190,172.7450,69.1290,147.1340,225.1450,61.4390,3.6415,466.4520,341.0380,4,2,1,0.0000,9.6300,4.9400,30.1200,19.7200,0.0000
1720,1,1,76,1,13,844.9540,11.7990,176.7280,68.3640,148.0310,227.7040,61.5150,1.4131,458.0250,317.0360,4,2,1,0.0000,9.6300,4.9400,30.1200,19.7200,0.0000
1721,10,7,54,10,27,768.7430,11.7970,179.5860,68.5870,149.1340,229.6940,62.0130,0.9339,441.1760,224.5360,4,2,1,0.0000,9.6300,4.9400,30.1200,19.7200,0.0000
1722,0,3,66,14,21,840.8700,12.1010,177.0190,69.0620,148.3840,227.7120,61.7470,3.2186,458.8660,149.5480,4,2,1,0.0000,9.6300,4.9400,30.1200,19.7200,0.0000
1723,21,5,51,7,16,822.8840,12.5810,168.6580,69.1600,145.6260,222.1000,60.7410,4.7490,470.9290,259.8740,3,2,4,0.0000,10.2200,5.4700,29.4200,19.7200,0.0000
1724,0,3,72,9,6,719.8510,11.3340,165.6370,51.3760,132.4620,213.5590,48.5230,4.8564,551.3790,185.2770,3,2,1,0.0000,10.2600,5.3000,28.9600,19.7000,0.0000
1725,10,4,54,10,23,686.6120,12.1480,158.1820,52.0150,130.7640,209.5240,48.2630,3.6275,563.5820,72.5821,3,2,1,0.0000,10.2600,5.3000,28.9600,19.7000,0.0000
1726,3,3,69,9,11,785.8660,11.7050,156.8320,46.8120,127.0660,207.3290,45.4340,1.4272,584.7510,99.8153,4,2,1,0.0000,10.2600,5.3000,28.9600,19.7000,0.0000
1727,12,7,51,19,25,758.6040,11.3560,160.6920,45.5630,127.2720,208.9910,44.5280,3.0751,589.2480,60.3344,4,2,1,0.0000,10.2600,5.3000,28.9600,19.7000,0.0000
1728,15,4,53,10,11,743.1990,11.9850,152.1790,46.7200,125.4030,204.0940,45.2860,4.4301,562.9400,298.8670,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1729,16,8,48,3,16,696.5810,11.1750,154.3060,41.6970,123.4410,205.1940,44.6010,4.6878,608.1870,279.3710,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1730,17,8,48,6,25,705.6200,11.4820,159.2480,43.2790,125.4330,207.5910,43.3860,3.8400,590.2620,276.6000,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1731,8,7,57,4,26,725.7350,11.7730,158.1690,48.0980,128.1470,208.2050,45.8050,3.0953,578.3870,267.6430,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1732,0,3,67,15,19,781.5910,11.3710,149.9070,43.0380,122.4330,201.8330,44.1790,2.5832,581.3920,257.8380,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1733,1,3,69,16,19,791.9030,11.4950,150.3800,44.1230,123.1890,202.2630,44.4290,2.9622,569.3040,253.7630,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1734,4,4,60,16,21,784.8410,11.4850,150.9240,43.1450,122.8050,202.4760,44.9310,4.4952,585.0960,229.5700,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1735,1,2,75,1,12,681.1460,11.4700,155.9690,40.9120,122.9870,205.0730,42.2750,4.5211,615.4340,212.1040,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1736,9,5,53,18,22,743.1990,11.9850,152.1790,46.7200,125.4030,204.0940,45.2860,3.7594,580.9510,197.0880,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1737,5,5,60,21,19,780.3770,11.2910,151.0140,43.0850,122.7450,202.4150,44.2830,2.9289,575.6600,178.7030,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1738,16,8,44,6,17,785.6890,11.4500,149.7020,44.2940,123.1710,202.0600,44.8810,2.2012,598.4560,178.4860,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1739,0,4,70,19,21,737.8560,12.1790,152.4050,48.1760,126.3240,204.4790,45.9890,3.7775,549.9980,178.4510,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
1740,16,7,46,10,22,780.3770,11.2910,151.0140,43.0850,122.7450,202.4150,44.2830,2.8286,585.4320,175.2640,4,3,1,0.0000,9.9000,5.1500,29.6900,19.6900,0.0000
